Start;16/09/2024;8h51;End;;;Day;Hour;;A;B;C;Dilution;Day;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;2;0.019;0.021;0.018;1;20/09/2024;16h45;374040;1.78666666666667;0.00378593889720019;2.012;0.00793725393319378;2.13333333333333;0.00404145188432738;1.284;0.00173205080756888;1.36933333333333;0.00305505046330387;1.47466666666667;0.007371114795832;0.872;0.001;1.172;0.00346410161513776;1.23866666666667;0.00288675134594813;0.643333333333333;0.00404145188432738;0.655333333333333;0.00321455025366432;0.670666666666667;0.0045092497528229;0.249;0.00346410161513776;0.257666666666667;0.00351188458428425;0.273666666666667;0.00251661147842359;1.97733333333333;0.175914120461598;1.376;0.0955079985015798;1.09422222222222;0.195315509236077;0.656444444444444;0.0137005001260429;0.260111111111111;0.0125136962002676;4;4;4;2;1;0.446666666666667;0.503;0.533333333333333;0.321;0.342333333333333;0.368666666666667;0.218;0.293;0.309666666666667;0.321666666666667;0.327666666666667;0.335333333333333;0.249;0.257666666666667;0.273666666666667;0.494333333333333;0.344;0.273555555555556;0.328222222222222;0.260111111111111
;;;;;;;;;0.019;0.022;0.021;1;23/09/2024;8h26;603300;3.36333333333333;0.00208166599946613;3.97333333333333;0.00264575131106459;4.35666666666667;0.0045092497528229;2.13333333333333;0.00208166599946613;2.31;0.00264575131106459;2.58333333333333;0.0045092497528229;1.45666666666667;0.00230940107675851;1.52666666666667;0.00321455025366432;1.61666666666667;0.00230940107675851;0.751666666666667;0.00115470053837925;0.813333333333333;0.000577350269189626;0.838333333333333;0.00152752523165195;0.404;0.00173205080756887;0.452;0.001;0.453333333333333;0.00230940107675851;3.89777777777778;0.500958340842084;2.34222222222222;0.226723848996315;1.53333333333333;0.0802080627701065;0.801111111111111;0.0446073403692129;0.436444444444444;0.0281056208955775;10;10;10;5;4;0.336333333333333;0.397333333333333;0.435666666666667;0.213333333333333;0.231;0.258333333333333;0.145666666666667;0.152666666666667;0.161666666666667;0.150333333333333;0.162666666666667;0.167666666666667;0.101;0.113;0.113333333333333;0.389777777777778;0.234222222222222;0.153333333333333;0.160222222222222;0.109111111111111
;;;;;;;;;0.022;0.024;0.023;1;23/09/2024;18h55;641040;3.45333333333333;0.00378593889720017;3.79333333333333;0.00351188458428425;4.4;0.00529150262212919;2.38;0.00264575131106459;2.5;0.002;2.71333333333333;0.00251661147842359;1.45666666666667;0.000577350269189626;1.58666666666667;0.000577350269189626;1.56333333333333;0.00208166599946613;0.78;0.001;0.83;0.003;0.873333333333333;0.000577350269189626;0.442666666666667;0.0030550504633039;0.414666666666667;0.00208166599946613;0.44;0.00346410161513776;3.88222222222222;0.479552260312023;2.53111111111111;0.168830399228645;1.53555555555556;0.069308756327781;0.827777777777778;0.0467063323488526;0.432444444444444;0.01545363435619;20;20;10;5;4;0.172666666666667;0.189666666666667;0.22;0.119;0.125;0.135666666666667;0.145666666666667;0.158666666666667;0.156333333333333;0.156;0.166;0.174666666666667;0.110666666666667;0.103666666666667;0.11;0.194111111111111;0.126555555555556;0.153555555555556;0.165555555555556;0.108111111111111
;;;;;;;;mean 2;0.02;0.0223333333333333;0.0206666666666667;1;24/09/2024;8h21;689400;3.45333333333333;0.000577350269189626;4.75333333333333;0.00493288286231624;4.65333333333333;0.00251661147842357;2.44666666666667;0.000577350269189626;2.74666666666667;0.00208166599946613;3.34;0.001;1.42333333333333;0.00321455025366431;1.6;0.001;1.69333333333333;0.00305505046330388;0.79;0.001;0.811666666666667;0.00513160143944689;0.906666666666667;0.00321455025366432;0.424;0.001;0.445333333333333;0.000577350269189626;0.44;0.002;4.28666666666667;0.723417813807024;2.84444444444444;0.45462235039809;1.57222222222222;0.137126597360628;0.836111111111111;0.0620558291051367;0.436444444444444;0.0111022186638194;20;20;10;5;4;0.172666666666667;0.237666666666667;0.232666666666667;0.122333333333333;0.137333333333333;0.167;0.142333333333333;0.16;0.169333333333333;0.158;0.162333333333333;0.181333333333333;0.106;0.111333333333333;0.11;0.214333333333333;0.142222222222222;0.157222222222222;0.167222222222222;0.109111111111111
;;;;;;;;dilution 2;0.02;0.0223333333333333;0.0206666666666667;;24/09/2024;16h07;717360;2.62;0;4.88;0.00556776436283003;5.26666666666667;0.00611010092660779;2.43333333333333;0.00208166599946613;2.72666666666667;0.00251661147842359;2.91333333333333;0.00550757054728611;1.61666666666667;0.00321455025366432;1.67666666666667;0.00251661147842359;1.63666666666667;0.000577350269189626;0.76;0.00173205080756888;0.831666666666667;0.000577350269189626;0.861666666666667;0.00115470053837924;0.417333333333333;0.0023094010767585;0.432;0.00173205080756888;0.436;0.00360555127546399;4.25555555555556;1.42956610874043;2.69111111111111;0.241967246023399;1.64333333333333;0.030550504633039;0.817777777777778;0.0522369955462956;0.428444444444444;0.00982815306110932;20;20;10;5;4;0.131;0.244;0.263333333333333;0.121666666666667;0.136333333333333;0.145666666666667;0.161666666666667;0.167666666666667;0.163666666666667;0.152;0.166333333333333;0.172333333333333;0.104333333333333;0.108;0.109;0.212777777777778;0.134555555555556;0.164333333333333;0.163555555555556;0.107111111111111
;;;;;;;;3;0.019;0.019;0.016;1;25/09/2024;9h07;778560;3.53333333333333;0.00550757054728609;4.85333333333333;0.000577350269189626;4.6;0.002;2.46;0.00435889894354068;2.78;0.00173205080756886;2.96666666666667;0.000577350269189626;1.51333333333333;0.00351188458428425;1.64333333333333;0.000577350269189626;1.65666666666667;0.00230940107675851;0.748333333333333;0.0030550504633039;0.83;0.00173205080756888;0.825;0.00173205080756888;0.401333333333333;0.00251661147842358;0.416;0.001;0.408;0.000999999999999994;4.32888888888889;0.700518326616743;2.73555555555556;0.256240627651548;1.60444444444444;0.0791856702337637;0.801111111111111;0.0457752156780324;0.408444444444444;0.00734342739638147;20;20;10;5;4;0.176666666666667;0.242666666666667;0.23;0.123;0.139;0.148333333333333;0.151333333333333;0.164333333333333;0.165666666666667;0.149666666666667;0.166;0.165;0.100333333333333;0.104;0.102;0.216444444444444;0.136777777777778;0.160444444444444;0.160222222222222;0.102111111111111
;;;;;;;;;0.02;0.024;0.018;1;25/09/2024;15h56;803100;3.76;0.00529150262212919;5.24666666666667;0.00404145188432738;5.33333333333333;0.00152752523165195;2.55333333333333;0.00152752523165195;2.94;0.002;3.07333333333333;0.00152752523165195;1.72;0.00199999999999999;1.66666666666667;0.00416333199893227;1.82666666666667;0.00680685928555405;0.721666666666667;0.00288675134594813;0.791666666666667;0.00251661147842359;0.845;0.002;0.421333333333333;0.00378593889720018;0.461333333333333;0.00152752523165195;0.42;0.00264575131106459;4.78;0.884408151125815;2.85555555555556;0.270089148519795;1.73777777777778;0.0814680123547705;0.786111111111111;0.0618540695987413;0.434222222222222;0.0234883737986201;20;20;10;5;4;0.188;0.262333333333333;0.266666666666667;0.127666666666667;0.147;0.153666666666667;0.172;0.166666666666667;0.182666666666667;0.144333333333333;0.158333333333333;0.169;0.105333333333333;0.115333333333333;0.105;0.239;0.142777777777778;0.173777777777778;0.157222222222222;0.108555555555556
;;;;;;;;;0.02;0.022;0.018;1;26/09/2024;8h32;862860;3.85333333333333;0.00115470053837925;5.14;0.00346410161513776;5.22;0.001;3.06666666666667;0.000577350269189626;3.00666666666667;0.000577350269189626;3.14666666666667;0.00208166599946613;1.60333333333333;0.00152752523165195;1.69666666666667;0.00230940107675851;1.73666666666667;0.00115470053837925;0.791666666666667;0.00115470053837925;0.866666666666667;0.00305505046330388;0.873333333333333;0.00404145188432737;0.433333333333333;0.000577350269189626;0.461333333333333;0.00208166599946613;0.417333333333333;0.00230940107675851;4.73777777777778;0.76699509873368;3.07333333333333;0.070237691685685;1.67888888888889;0.0684213525259583;0.843888888888889;0.0453484451936501;0.437333333333333;0.0222710574513201;20;20;10;5;4;0.192666666666667;0.257;0.261;0.153333333333333;0.150333333333333;0.157333333333333;0.160333333333333;0.169666666666667;0.173666666666667;0.158333333333333;0.173333333333333;0.174666666666667;0.108333333333333;0.115333333333333;0.104333333333333;0.236888888888889;0.153666666666667;0.167888888888889;0.168777777777778;0.109333333333333
;;;;;;;;mean 3;0.0196666666666667;0.0216666666666667;0.0173333333333333;1;26/09/2024;16h28;891420;3.90666666666667;0.00404145188432738;5.68;0.001;5.75333333333333;0.00550757054728611;3.00666666666667;0.00602771377334171;3.36;0.00499999999999999;3.27333333333333;0.00152752523165195;1.9;0.00264575131106459;1.78;0.002;1.79666666666667;0.00416333199893227;0.87;0.001;0.868333333333333;0.00115470053837925;0.911666666666667;0.00416333199893227;0.453333333333333;0.000577350269189626;0.46;0.002;0.436;0.001;5.11333333333333;1.045647061765;3.21333333333333;0.184149697559109;1.82555555555556;0.0650071221169338;0.883333333333333;0.0245515331044271;0.449777777777778;0.0123887643242368;20;20;10;5;4;0.195333333333333;0.284;0.287666666666667;0.150333333333333;0.168;0.163666666666667;0.19;0.178;0.179666666666667;0.174;0.173666666666667;0.182333333333333;0.113333333333333;0.115;0.109;0.255666666666667;0.160666666666667;0.182555555555556;0.176666666666667;0.112444444444444
;;;;;;;;dilution 3;0.0196666666666667;0.0216666666666667;0.0173333333333333;;27/09/2024;8h21;948600;4.15333333333333;0.0030550504633039;5.6;0.00360555127546397;5.74;0.002;2.88666666666667;0.00152752523165195;3.32666666666667;0.00230940107675851;3.3;0.00360555127546399;1.75333333333333;0.00351188458428425;1.71666666666667;0.00208166599946612;1.70666666666667;0.00152752523165194;0.75;0.00529150262212919;0.85;0.00199999999999999;0.911666666666667;0.0030550504633039;0.398666666666667;0.00251661147842358;0.430666666666667;0.00152752523165195;0.384;0.001;5.16444444444444;0.878441380661942;3.17111111111111;0.246696694868941;1.72555555555556;0.0245703826527734;0.837222222222222;0.0815872629856002;0.404444444444445;0.0238638111265045;20;20;10;5;4;0.207666666666667;0.28;0.287;0.144333333333333;0.166333333333333;0.165;0.175333333333333;0.171666666666667;0.170666666666667;0.15;0.17;0.182333333333333;0.0996666666666667;0.107666666666667;0.096;0.258222222222222;0.158555555555556;0.172555555555556;0.167444444444444;0.101111111111111
;;;;;;;;4;0.02;0.021;0.023;1;27/09/2024;15h20;973740;4.2;0.00529150262212919;5.76;0.00264575131106459;6.16;0.00529150262212919;3.37333333333333;0.000577350269189626;3.62;0.001;3.84666666666667;0.00152752523165195;1.87333333333333;0.00321455025366432;1.78;0.00435889894354068;1.88333333333333;0.00251661147842359;0.818333333333333;0.000577350269189626;0.885;0.00346410161513776;0.903333333333333;0.00152752523165195;0.428;0.001;0.481333333333333;0.00251661147842359;0.441333333333333;0.00115470053837925;5.37333333333333;1.03563185222034;3.61333333333333;0.23673707872753;1.84555555555556;0.0569925271254762;0.868888888888889;0.0447317105186681;0.450222222222222;0.0277555466595484;20;20;10;5;4;0.21;0.288;0.308;0.168666666666667;0.181;0.192333333333333;0.187333333333333;0.178;0.188333333333333;0.163666666666667;0.177;0.180666666666667;0.107;0.120333333333333;0.110333333333333;0.268666666666667;0.180666666666667;0.184555555555556;0.173777777777778;0.112555555555556
;;;;;;;;;0.022;0.02;0.022;1;30/09/2024;8h28;1208220;5.11333333333333;0.00251661147842359;6.81333333333333;0.00152752523165195;6.58;0.003;3.71333333333333;0.00351188458428425;3.94666666666667;0.00321455025366432;4.15333333333333;0.00404145188432737;1.91333333333333;0.00404145188432738;1.81;3.3993498887763E-17;1.87333333333333;0.00152752523165195;0.815;0.00173205080756888;0.881666666666667;0.00208166599946613;0.848333333333333;0.00251661147842357;0.422666666666667;0.00152752523165195;0.437333333333333;0.00251661147842359;0.392;0.00173205080756888;6.16888888888889;0.921552635099726;3.93777777777778;0.220134638935492;1.86555555555556;0.052103884834193;0.848333333333333;0.0333333333333333;0.417333333333333;0.0231324687638633;20;20;10;5;4;0.255666666666667;0.340666666666667;0.329;0.185666666666667;0.197333333333333;0.207666666666667;0.191333333333333;0.181;0.187333333333333;0.163;0.176333333333333;0.169666666666667;0.105666666666667;0.109333333333333;0.098;0.308444444444444;0.196888888888889;0.186555555555556;0.169666666666667;0.104333333333333
;;;;;;;;;0.024;0.021;0.021;1;30/09/2024;18h35;1244640;4.69333333333333;0.00450924975282288;6.72666666666667;0.00461880215351701;6.96;0.00529150262212919;3.86666666666667;0.0030550504633039;4.06;0.00529150262212917;4.21333333333333;0.00723417813807024;1.84333333333333;0.00288675134594813;1.83333333333333;0.00152752523165195;1.92333333333333;0.00351188458428425;0.793333333333333;0.000577350269189626;0.836666666666667;0.00251661147842359;0.823333333333333;0.00321455025366432;0.405333333333333;0.00152752523165194;0.414666666666667;0.00493288286231624;0.36;1.69967494438815E-17;6.12666666666667;1.246773613951;4.04666666666667;0.173717522943938;1.86666666666667;0.0493288286231624;0.817777777777778;0.022194427061598;0.393333333333333;0.0292422829326151;20;20;10;5;4;0.234666666666667;0.336333333333333;0.348;0.193333333333333;0.203;0.210666666666667;0.184333333333333;0.183333333333333;0.192333333333333;0.158666666666667;0.167333333333333;0.164666666666667;0.101333333333333;0.103666666666667;0.09;0.306333333333333;0.202333333333333;0.186666666666667;0.163555555555556;0.0983333333333333
;;;;;;;;mean 4;0.022;0.0206666666666667;0.022;1;01/10/2024;8h41;1295400;4.76666666666667;0.00577350269189626;6.36666666666667;0.00378593889720019;6.85333333333333;0.00305505046330387;3.77333333333333;0.000577350269189626;4.08666666666667;0.00115470053837924;4.55333333333333;0.00115470053837925;1.72666666666667;0.00115470053837925;1.81333333333333;0.00152752523165195;1.85;0.002;0.775;0.004;0.83;0.00173205080756888;0.808333333333333;0.000577350269189626;0.388;0.001;0.418666666666667;0.00152752523165195;0.358666666666667;0.00115470053837925;5.99555555555555;1.09171289130295;4.13777777777778;0.392503833432566;1.79666666666667;0.0633333333333333;0.804444444444444;0.0277054614217593;0.388444444444444;0.0300024690342003;20;20;10;5;4;0.238333333333333;0.318333333333333;0.342666666666667;0.188666666666667;0.204333333333333;0.227666666666667;0.172666666666667;0.181333333333333;0.185;0.155;0.166;0.161666666666667;0.097;0.104666666666667;0.0896666666666667;0.299777777777778;0.206888888888889;0.179666666666667;0.160888888888889;0.0971111111111111
;;;;;;;;dilution 4 ;0.022;0.0206666666666667;0.022;;01/10/2024;17h16;1326300;5.04;0.00264575131106459;6.7;0.00519615242270664;7.00666666666667;0.0045092497528229;3.82;0.00173205080756888;4.16666666666667;0.0030550504633039;4.44666666666667;0.00152752523165195;1.85;0.00173205080756888;1.83333333333333;0.00251661147842359;1.8;0.001;0.771666666666667;0.00152752523165195;0.833333333333333;0.00288675134594813;0.81;0.00264575131106459;0.396;0.00264575131106459;0.429333333333333;0.00472581562625261;0.344;0.00173205080756887;6.24888888888889;1.05809752403565;4.14444444444444;0.313923793536184;1.82777777777778;0.0254587538608655;0.805;0.031135902820449;0.389777777777778;0.0430055982574534;20;20;10;5;4;0.252;0.335;0.350333333333333;0.191;0.208333333333333;0.222333333333333;0.185;0.183333333333333;0.18;0.154333333333333;0.166666666666667;0.162;0.099;0.107333333333333;0.086;0.312444444444444;0.207222222222222;0.182777777777778;0.161;0.0974444444444445
;;;;;;17/09/2024;8h41;0;0.03;0.033;0.026;1;02/10/2024;8h52;1382460;5.04;0.00264575131106459;6.86;0.00692820323027548;6.62;0.00458257569495584;3.89333333333333;0.00416333199893227;4.07333333333333;0.00251661147842357;4.26;0.0062449979983984;1.77666666666667;0.00208166599946613;1.77333333333333;0.00416333199893227;1.68333333333333;0.00577350269189625;0.736666666666667;0.00208166599946613;0.771666666666667;0.000577350269189626;0.766666666666667;0.00152752523165195;0.372;0.00173205080756888;0.392;0.00173205080756888;0.328;0.00173205080756888;6.17333333333333;0.988803991361955;4.07555555555556;0.183343434065185;1.74444444444444;0.0529500113664171;0.758333333333333;0.0189296944860009;0.364;0.0327414110874898;20;20;10;5;4;0.252;0.343;0.331;0.194666666666667;0.203666666666667;0.213;0.177666666666667;0.177333333333333;0.168333333333333;0.147333333333333;0.154333333333333;0.153333333333333;0.093;0.098;0.082;0.308666666666667;0.203777777777778;0.174444444444444;0.151666666666667;0.091
