Start;01/07/2025;8h50;End;07/07/2025;17h32;Day;Hour;Unnamed: 8;A;B;C;Dilution;Day.1;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;4.117647058823528;0.009466566491359877;0.01371514694800301;0.011056788266265513;0.8333333333333331;;;-1.4000135472137005;-1.832590315308451;0.003966665787092027;-1.800569394875242;0.002178258811423089;-1.7865384614057214;0.000798415895612293;-2.4014234874553897;0.0013158831963158818;-2.377932232756044;0.0018369739706466058;-2.3203597709795294;0.00503770186497215;-5.042718446601943;0.0018860341762724974;-5.405693948752423;0.0010882827765874654;-4.973333333333334;0.0013834745257873418;2.6635379076041645;0.0016812591386433306;2.501559790675368;0.0015977429793616038;2.9459459476239167;0.0018369739706466058;0.7958642211869167;0.0013158831963158818;0.7738122827346464;0.0013834745257873418;0.7047120414912654;0.00211439478546063;-1.805670350744153;0.342392099268287;-2.365351629419781;0.0951705161456819;-5.131270716582863;0.03232993780586724;2.695573075087394;0.026378910830263013;0.7574239715152966;0.020514265599319098;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.37623481170526035;0.4058719714734683;0.4207699770590796;0.4416230369505272;0.44979457713225873;0.47194412138232894;0.22494586401039407;0.21840402611335788;0.2263545730385782;0.21122244465914364;0.2059352263669475;0.21956834509070952;0.3098587272838916;0.30313209260099855;0.2815058263641329;0.4007679177046143;0.4543657334191706;0.2232274194343561;0.2122224876211241;0.2980790502467908
;;;;;;;;;0.011056788266265513;0.012650602409638553;0.010526315789473682;0.8333333333333331;;;-1.400012788119537;-1.7994322215753837;0.0018860341762724974;-1.8117044624768486;0.002473070775163582;-1.7727152316646637;0.000798415895612293;-2.3978723404255318;0.0018860341762724974;-2.3341078837399083;0.002473070775163582;-2.367841788394854;0.000798415895612293;-6.684507042253521;0.0015689204333208815;-5.5843866155448385;0.00030166573384755104;-5.7797665352607925;0.0016812591386433306;2.7458563535911593;0.0005225830533781261;2.591489361702127;0.0009053879022468187;3.0666666666666664;0.0005225830533781261;0.7924425403569229;0.0034071410621106346;0.825385527876631;0.0023979833361509866;0.7646153850316567;0.0015096303458621446;-1.79393373793464;0.31324496545786495;-2.365903890270698;0.07051329580724233;-5.969418133229961;0.05329556458311102;2.7921787709497194;0.027019907371179364;0.7938669441520096;0.012483731496510173;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.40703162655434766;0.39492903871709917;0.43681462111018027;0.4428290766208251;0.46635715501017355;0.4534496956781572;0.20273387441264415;0.2156164779123893;0.2128385157777387;0.213763440860215;0.2089193825042881;0.2228373702422145;0.3088204035662941;0.3187356848373797;0.30030211454678213;0.41275499228980506;0.454162090521818;0.21037722344363688;0.21515281962978902;0.3092528852859512
;;;;;;;;;0.011587659894657635;0.012650602409638553;0.01211893112532932;0.8333333333333331;;;-1.4000106579609228;-1.7868041237113401;0.0018860341762724974;-1.806060606060606;0.005001065643878616;-1.7719762060898954;0.00211439478546063;-2.3062801932367147;0.004289030383476297;-2.2325443786366463;0.0015096303458621446;-2.210951008587107;0.0012074439822164084;-4.346596859410105;0.0029767402471790514;-4.7599999989970145;0.0010882827765874654;-4.3236363643957505;0.002634242885028549;3.8969411789632655;0.000798415895612293;3.7514874165453023;0.002178258811423089;4.923595509170555;0.0010882827765874654;0.9647058818561539;0.005381985301377258;1.0030742959869927;0.0016812591386433306;0.9776932826362483;0.0005225830533781261;-1.7877813503041886;0.2630190701375314;-2.2480160724106493;0.14628421554255563;-4.464246825068692;0.050593294416531355;4.144827583475453;0.039123931925617736;0.9817181553918151;0.006758462385525329;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.4204754973313925;0.40038387715930895;0.4377142854142506;0.47787787787787783;0.5129843647030904;0.524760602244316;0.24225269891417378;0.23106796140140093;0.2429718286902683;0.24153419838974272;0.23866647231930896;0.25822038867733926;0.3587500002748046;0.3692549509950872;0.3623297322686707;0.4193965519201936;0.5049983071409232;0.23874599599364335;0.24609534975813027;0.3634341216099899
;;;;;;;;;0.010703095449216304;0.013005272585112384;0.01123370092637491;0.8333333333333331;;;-1.4000100246523084;-1.8066473986970202;0.000798415895612293;-1.7988660523037325;0.0010882827765874654;-1.758699808795411;0.0009053879022468187;-2.2898023714711617;0.0031991374825115783;-2.2444111028390403;0.00258163100137274;-2.1926760563938505;0.0012074439822164084;-5.177181209321202;0.0006034620217163947;-5.215593221632404;0.00030166573384755104;-4.492307693157227;0.0016812591386433306;4.342857145787173;0.0010882827765874654;3.7633027499250895;0.0006034620217163947;3.8111111111111096;0.0013834745257873418;1.0000000005117269;0.0016812591386433306;0.9746835443037974;0.0010455563853622105;0.9877810781475989;0.005252210361445374;-1.7868927588480994;0.4631544397938662;-2.2404181185505645;0.14975968499855602;-4.928526646874147;0.07137254901960784;3.9599999999999986;0.02150921125276845;0.9874434382388451;0.004367980051476861;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.39980812251362197;0.4076120119146279;0.4546712802768166;0.4851113719452539;0.506827036776753;0.5353507562009369;0.222369558716868;0.22166834726672405;0.23795110569878475;0.24947244993413356;0.23890506721591512;0.23986013986013982;0.3684210523537436;0.3615023474178404;0.36509330378468036;0.42037735858869957;0.5088750702297624;0.22729506988184253;0.24273204903677756;0.3650010451845075
;;;;;;;;;0.010703095449216304;0.013005272585112384;0.01123370092637491;;;;-1.4000085346955848;-1.843498817966903;0.003141361256544502;-1.817817371937639;0.0034339299949523016;-1.787603305785124;0.0018860341762724974;-2.245045045045045;0.004568935918062917;-2.1876836949466534;0.0067698320573128575;-2.208620689655172;0.006050509733089164;-4.8956521749986495;0.003067621500303835;-4.346596859410105;0.0013158831963158818;-4.138686131386861;0.002092675635276532;4.462499999999999;0.002280746321963455;4.734059942161274;0.00258163100137274;4.923595509170555;0.004756133159661346;1.038474869489065;0.0006034620217163947;1.0185646760675902;0.0018369739706466058;0.9877810781475989;0.000798415895612293;-1.8150442477876105;0.4144968271295963;-2.213098964682215;0.09076685640698501;-4.428520179100581;0.08376811250060488;4.700813008130079;0.012390685831067125;1.014759725055097;0.008656906273687431;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.36731040979745644;0.38922269909394364;0.4195926285160038;0.5065040650406503;0.5383502665854399;0.5260780287474331;0.2280011568371418;0.24225269891417378;0.24923076923076917;0.2514084507042253;0.25553757929924065;0.25822038867733926;0.3787610622279963;0.37343626882410014;0.36509330378468036;0.39178605539637046;0.5235545424269883;0.23978050801921916;0.25505072783414195;0.37241234506758275
;;;;;;;;-13.125000000000004;0.018525519848771266;0.01211893112532932;0.016383540958852395;0.8333333333333331;;;-1.4000080439532583;-1.8319263237022536;0.004394758368609727;-1.7825968727455481;0.0015977429793616038;-1.7828571428571425;0.0037771573397852223;-2.2300884955752216;0.0027196808489113548;-2.23625557200325;0.0015977429793616038;-2.217429193899782;0.004538679746054285;-4.681632654017969;0.002178258811423089;-4.249620252443134;0.003067621500303835;-4.206982542940903;0.00030166573384755104;5.484403669724766;0.0010455563853622105;5.591304343483662;0.0026858298534185193;5.701577291546737;0.0013158831963158818;1.0133790732389836;0.002359548430507562;1.033203631647211;0.0013834745257873418;1.0991119010877244;0.00211439478546063;-1.7978322337886228;0.4434777508071108;-2.227849963266872;0.02810366915733123;-4.364705881311781;0.057834059732504;5.591304343483662;0.004366812051856917;1.048020878110478;0.014709149634856457;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.3767955798300243;0.4251986376155021;0.4249027237354085;0.5142857142857142;0.5110356539747088;0.5211469534050177;0.2329609746651732;0.2453734836493748;0.2468178495459865;0.265335108743897;0.26656795997432153;0.26780263718064856;0.37204030254597603;0.3773567029843675;0.39464285685672146;0.4086770223478686;0.5154801744948119;0.24169381139417442;0.26656795997432153;0.3812945089066773
;;;;;;;;;0.01906202723146747;0.012650602409638553;0.01584905660377358;0.8333333333333331;;;-1.4000073284496275;-1.78130081300813;0.002092675635276532;-1.7683246072093175;0.003678774426034168;-1.7495652174998648;0.003486894061328947;-2.21153568859492;0.0035648761976230132;-2.209202012882156;0.0031991374825115783;-2.1865828092243187;0.0013834745257873418;-4.552941176470589;0.0009053879022468187;-4.118840579710146;0.0018860341762724974;-4.228140702806999;0.0013158831963158818;4.995454541820761;0.00030166573384755104;5.260355033526836;0.001980527147376048;5.3;0.0034339299949523016;1.0544265149467014;0.003966665787092027;1.0374187965433994;0.0010882827765874654;1.0185646760675902;0.00258163100137274;-1.7659297790526427;0.2827998924427146;-2.2022808267425322;0.04368965828381391;-4.288622754243916;0.05313625207513045;5.182456140350874;0.007631496744733797;1.0367152543748426;0.005948983013491886;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.4266796494644595;0.44222585894562577;0.4672859989826286;0.5244315264276915;0.5257485033234813;0.5390180878552971;0.2362843436546009;0.24995602462620933;0.24609534975813027;0.25919811345212235;0.2626292464309262;0.26312056737588646;0.3829874864221428;0.37848001235922263;0.37343626882410014;0.4452459019418435;0.529710269489064;0.24409172801227377;0.2616474756421612;0.3782926956775874
;;;;;;;;;0.01906202723146747;0.012650602409638553;0.01584905660377358;0.8333333333333331;;;-1.4000068447503358;-1.7820773930753564;0.004717334331710969;-1.753074027492762;0.000798415895612293;-1.7580152671755724;0.004091906272748782;-2.2180232557545043;0.002359548430507562;-2.1893408135195886;0.001980527147376048;-2.1832985386221293;0.002914588560171692;-4.770059881248521;0.0015977429793616038;-4.643804033647319;0.00030166573384755104;-4.235264484341378;0.0035648761976230132;4.619251340117246;0.00030166573384755104;5.144186050316383;0.000798415895612293;6.154362411037341;0.000798415895612293;1.023772609819121;0.0009053879022468187;1.0792951547311223;0.001980527147376048;1.039531859557867;0.0010455563853622105;-1.7639577494757537;0.26732888775102875;-2.196602972399151;0.05899783743700817;-4.53246753188637;0.06041767824934423;5.247244099722236;0.03414082140475175;1.0473112046997615;0.009383409693516113;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.4257907542579075;0.4623428190168194;0.45558852621167156;0.5208191129557711;0.5373493972569106;0.541024314536989;0.23083164276574444;0.2339091307350717;0.24585465687295585;0.25383485135853145;0.26115702454823536;0.27251114437927354;0.3748344370860926;0.3895071539285362;0.37904220009483164;0.4477701774341405;0.5330242143225141;0.23683955420618896;0.262465537531387;0.3811065980735046
;;;;;;;;;0.01888314652954533;0.01247333434715439;0.01602717305119799;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.01888314652954533;0.01247333434715439;0.01602717305119799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;-4.242424242424243;0.011587659894657635;0.011056788266265513;0.011587659894657635;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.011587659894657635;0.011056788266265513;0.012650602409638553;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.011056788266265513;0.011056788266265513;0.011056788266265513;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.011410658484189422;0.011056788266265513;0.011764705705284748;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.011410658484189422;0.011056788266265513;0.011764705705284748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0.0;0.053700116234017825;0.05426356589147286;0.05821997668091721;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.05482745250096936;0.05426356589147286;0.059354336833916756;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.053700116234017825;0.05539177657098525;0.05878693623639191;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.054075701001689146;0.054639441904192225;0.05878693623639191;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.054075701001689146;0.054639441904192225;0.05878693623639191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;0.8333333333333331;0.036997319034852545;0.04418783679753656;0.05313710302091401;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.03865030674846625;0.046972618588507514;0.05313710302091401;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.036997319034852545;0.04976816074188562;0.05145067698259187;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.03754789272030651;0.046972618588507514;0.05257452574525745;0.8333333333333331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
