Start;17/02/2025;8h50;End;;;Day;Hour;;A;B;C;Dilution;Day;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;2;0.037;0.037;0.041;1;20/02/2025;8h36;258360;7.76666666666667;0.00585946527708232;8.32;0.00264575131106459;9.25333333333333;0.0030550504633039;5.07333333333333;0.00208166599946613;5.5;0.00346410161513776;5.58666666666667;0.00251661147842356;3.34333333333333;0.0070237691685685;3.41;0.00699999999999997;3.57;0.004;1.8;0.004;1.84666666666667;0.0030550504633039;1.88333333333333;0.0030550504633039;1.02;0.003;1.02933333333333;0.000577350269189626;0.98;0.001;8.44666666666667;0.751383908383576;5.38666666666667;0.274792851273666;3.44111111111111;0.116491932640721;1.84333333333333;0.0417665469538054;1.00977777777778;0.0262071519783211;20;20;10;5;4;0.388333333333333;0.416;0.462666666666667;0.253666666666667;0.275;0.279333333333333;0.334333333333333;0.341;0.357;0.36;0.369333333333333;0.376666666666667;0.255;0.257333333333333;0.245;0.422333333333333;0.269333333333333;0.344111111111111;0.368666666666667;0.252444444444444
;;;;;;;;;0.038;0.038;0.045;1;20/02/2025;10h55;266700;7.90666666666667;0.00550757054728611;9.14;0.00230940107675851;9.89333333333333;0.00173205080756888;5.88666666666667;0.00550757054728611;5.55333333333333;0.00230940107675851;6;0.00173205080756888;3.5;0.00435889894354068;3.48333333333333;0.00288675134594813;3.50666666666667;0.000577350269189626;1.84333333333333;0.00493288286231625;1.86;0.00435889894354068;1.86666666666667;0.0030550504633039;1.028;0.002;1.04;0.002;1.02266666666667;0.00208166599946613;8.98;1.00295120076258;5.81333333333333;0.232187663563573;3.49666666666667;0.0120185042515465;1.85666666666667;0.0120185042515467;1.03022222222222;0.00887777082463923;20;20;10;5;4;0.395333333333333;0.457;0.494666666666667;0.294333333333333;0.277666666666667;0.3;0.35;0.348333333333333;0.350666666666667;0.368666666666667;0.372;0.373333333333333;0.257;0.26;0.255666666666667;0.449;0.290666666666667;0.349666666666667;0.371333333333333;0.257555555555556
;;;;;;;;;0.038;0.037;0.044;1;20/02/2025;14h30;279600;8.64;0.00458257569495584;9.2;0.00264575131106459;10.34;0.00346410161513776;6.13333333333333;0.0045092497528229;5.95333333333333;0.00251661147842359;6.22;0.002;3.7;0.00173205080756888;3.46;0.02343074902772;3.64333333333333;0.000577350269189626;1.865;0.002;1.87833333333333;0.0066583281184794;1.95;0.00173205080756888;1.10933333333333;0.00585946527708229;1.076;0.00435889894354068;1.036;0.00173205080756888;9.39333333333333;0.866333269206102;6.10222222222222;0.136028319491581;3.60111111111111;0.125447347668402;1.89777777777778;0.0457144923937126;1.07377777777778;0.0367171369819073;20;20;10;5;4;0.432;0.46;0.517;0.306666666666667;0.297666666666667;0.311;0.37;0.346;0.364333333333333;0.373;0.375666666666667;0.39;0.277333333333333;0.269;0.259;0.469666666666667;0.305111111111111;0.360111111111111;0.379555555555555;0.268444444444444
;;;;;;;;mean 2;0.0376666666666667;0.0373333333333333;0.0433333333333333;1;20/02/2025;16h39;287340;8.74666666666667;0.00513160143944689;9.72;0.00360555127546399;9.9;0.00458257569495584;5.87333333333333;0.000577350269189626;5.94;0.002;6.24;0.002;3.53666666666667;0.00321455025366432;3.65666666666667;0.00611010092660779;3.66666666666667;0.00472581562625261;1.90833333333333;0.00208166599946613;1.87166666666667;0.00251661147842359;1.94333333333333;0.00152752523165195;1.07466666666667;0.00550757054728611;1.07066666666667;0.00602771377334171;1.04133333333333;0.00208166599946613;9.45555555555555;0.620477713211838;6.01777777777778;0.195315509236077;3.62;0.0723417813807026;1.90777777777778;0.0358365631619336;1.06222222222222;0.0182005290928384;20;20;10;5;4;0.437333333333333;0.486;0.495;0.293666666666667;0.297;0.312;0.353666666666667;0.365666666666667;0.366666666666667;0.381666666666667;0.374333333333333;0.388666666666667;0.268666666666667;0.267666666666667;0.260333333333333;0.472777777777778;0.300888888888889;0.362;0.381555555555556;0.265555555555556
;;;;;;;;dilution 2;0.0376666666666667;0.0373333333333333;0.0433333333333333;;21/02/2025;8h39;344940;10.0333333333333;0.00251661147842359;10.92;0.00916515138991169;11.4733333333333;0.00152752523165195;6.97333333333333;0.00503322295684717;7.02666666666667;0.00404145188432738;7.05333333333333;0.00152752523165195;3.52333333333333;0.00351188458428425;3.71;0.002;3.56666666666667;0.00404145188432738;1.83833333333333;0.00611010092660779;1.88333333333333;0.00321455025366432;1.92833333333333;0.00115470053837925;1.08;0.00173205080756888;1.05466666666667;0.00251661147842359;1.06266666666667;0.00251661147842359;10.8088888888889;0.726401582638185;7.01777777777778;0.0407340061773852;3.6;0.0976956725983523;1.88333333333333;0.045;1.06577777777778;0.0129500464749631;20;20;10;5;4;0.501666666666667;0.546;0.573666666666667;0.348666666666667;0.351333333333333;0.352666666666667;0.352333333333333;0.371;0.356666666666667;0.367666666666667;0.376666666666667;0.385666666666667;0.27;0.263666666666667;0.265666666666667;0.540444444444444;0.350888888888889;0.36;0.376666666666667;0.266444444444444
;;;;;;;;3;0.034;0.039;0.044;1;21/02/2025;11h01;353460;10.2666666666667;0.00230940107675851;10.9533333333333;0.00251661147842359;11.3;0.00556776436282998;6.62;0.00264575131106459;6.74;0.00916515138991166;7.04666666666667;0.00850490054811539;3.4;0.00360555127546399;3.46;0.00264575131106459;3.46666666666667;0.00251661147842359;1.80333333333333;0.00208166599946613;1.81;0.001;1.82166666666667;0.00152752523165195;1.016;0.00173205080756888;1.02;0.00173205080756888;1.02666666666667;0.00230940107675851;10.84;0.525906624580618;6.80222222222222;0.220033667457539;3.44222222222222;0.036717136981907;1.81166666666667;0.0092796072713835;1.02088888888889;0.00538860251243647;20;20;10;5;4;0.513333333333333;0.547666666666667;0.565;0.331;0.337;0.352333333333333;0.34;0.346;0.346666666666667;0.360666666666667;0.362;0.364333333333333;0.254;0.255;0.256666666666667;0.542;0.340111111111111;0.344222222222222;0.362333333333333;0.255222222222222
;;;;;;;;;0.039;0.042;0.041;1;21/02/2025;14h04;364440;10.2066666666667;0.00321455025366432;11.3266666666667;0.00472581562625255;12.2;0.00360555127546399;7.01333333333333;0.00208166599946613;7.20666666666667;0.0090184995056458;6.90666666666667;0.00305505046330387;3.65333333333333;0.00404145188432738;3.74;0.001;4.04;0.00264575131106459;1.97666666666667;0.00251661147842359;1.88166666666667;0.00251661147842359;1.91666666666667;0.00602771377334171;1.144;0.00173205080756888;1.1;0.003;1.084;0.00264575131106459;11.2444444444444;0.999207093056696;7.04222222222222;0.152072107652673;3.81111111111111;0.202904830820685;1.925;0.0480451176846651;1.10933333333333;0.031069813860616;20;20;10;5;4;0.510333333333333;0.566333333333333;0.61;0.350666666666667;0.360333333333333;0.345333333333333;0.365333333333333;0.374;0.404;0.395333333333333;0.376333333333333;0.383333333333333;0.286;0.275;0.271;0.562222222222222;0.352111111111111;0.381111111111111;0.385;0.277333333333333
;;;;;;;;;0.038;0.045;0.043;1;21/02/2025;17h10;375600;11.1833333333333;0.000577350269189626;11.5833333333333;0.00251661147842359;13.3833333333333;0.00404145188432738;6.63333333333333;0.00832666399786454;6.92666666666667;0.00305505046330387;6.66666666666667;0.0030550504633039;3.46;0.00360555127546396;3.36666666666667;0.00321455025366432;3.48333333333333;0.00602771377334168;1.87166666666667;0.00404145188432738;1.83833333333333;0.00152752523165195;1.80333333333333;0.00321455025366432;1.012;0.00529150262212919;0.958666666666667;0.00404145188432738;0.98;0.00435889894354068;12.05;1.17189305541646;6.74222222222222;0.160600724134708;3.43666666666667;0.0617341972581739;1.83777777777778;0.0341700540326263;0.983555555555556;0.0268438557698516;50;20;10;5;4;0.223666666666667;0.231666666666667;0.267666666666667;0.331666666666667;0.346333333333333;0.333333333333333;0.346;0.336666666666667;0.348333333333333;0.374333333333333;0.367666666666667;0.360666666666667;0.253;0.239666666666667;0.245;0.241;0.337111111111111;0.343666666666667;0.367555555555556;0.245888888888889
;;;;;;;;mean 3;0.037;0.042;0.0426666666666667;1;24/02/2025;8h19;602940;13.6333333333333;0.00416333199893227;16.2666666666667;0.00230940107675851;14.5333333333333;0.00550757054728611;6.95333333333333;0.0334863156129983;6.86;0.00299999999999997;7.64666666666667;0.00378593889720019;3.57;0.00458257569495584;3.77;0.00346410161513776;3.67666666666667;0.00152752523165195;1.83333333333333;0.00152752523165195;1.90833333333333;0.00208166599946613;1.86166666666667;0.0045092497528229;1.04133333333333;0.00351188458428425;1.06933333333333;0.000577350269189626;1.06;0.00173205080756888;14.8111111111111;1.33846235714027;7.15333333333333;0.429780305634299;3.67222222222222;0.100074046659535;1.86777777777778;0.0378716154825649;1.05688888888889;0.0142569021620848;50;20;10;5;4;0.272666666666667;0.325333333333333;0.290666666666667;0.347666666666667;0.343;0.382333333333333;0.357;0.377;0.367666666666667;0.366666666666667;0.381666666666667;0.372333333333333;0.260333333333333;0.267333333333333;0.265;0.296222222222222;0.357666666666667;0.367222222222222;0.373555555555556;0.264222222222222
;;;;;;;;dilution 3;0.037;0.042;0.0426666666666667;;24/02/2025;11h24;614040;14.9;0.00264575131106459;14.2166666666667;0.00305505046330387;14.5333333333333;0.0030550504633039;7.72666666666667;0.00404145188432738;7.32666666666667;0.0090184995056458;7.55333333333333;0.00208166599946613;3.61333333333333;0.0030550504633039;3.48333333333333;0.00152752523165195;3.68666666666667;0.00503322295684717;1.88;0.00173205080756888;1.895;0.00173205080756888;1.875;0.00519615242270664;1.04666666666667;0.00251661147842359;1.01466666666667;0.00152752523165195;0.998666666666667;0.00152752523165195;14.55;0.341971408811386;7.53555555555556;0.200591717269276;3.59444444444444;0.102974286614201;1.88333333333333;0.0104083299973306;1.02;0.0244404037064311;50;20;10;5;4;0.298;0.284333333333333;0.290666666666667;0.386333333333333;0.366333333333333;0.377666666666667;0.361333333333333;0.348333333333333;0.368666666666667;0.376;0.379;0.375;0.261666666666667;0.253666666666667;0.249666666666667;0.291;0.376777777777778;0.359444444444444;0.376666666666667;0.255
;;;;;;;;4;0.038;0.04;0.05;1;24/02/2025;13h58;623280;14.7833333333333;0.00321455025366432;15.4833333333333;0.00208166599946613;16.8666666666667;0.00208166599946613;7.04666666666667;0.00321455025366432;7.16;0.00529150262212919;6.96;0.00866025403784436;3.80333333333333;0.00404145188432738;3.68666666666667;0.00960902353693306;3.67333333333333;0.00288675134594813;1.84166666666667;0.00208166599946613;1.83166666666667;0.00416333199893227;1.85166666666667;0.00351188458428425;1.068;0.001;1.012;0.00346410161513776;1.07333333333333;0.00288675134594813;15.7111111111111;1.0601799288241;7.05555555555555;0.100295858634637;3.72111111111111;0.0715179335189075;1.84166666666667;0.01;1.05111111111111;0.0339760264064292;50;20;10;5;4;0.295666666666667;0.309666666666667;0.337333333333333;0.352333333333333;0.358;0.348;0.380333333333333;0.368666666666667;0.367333333333333;0.368333333333333;0.366333333333333;0.370333333333333;0.267;0.253;0.268333333333333;0.314222222222222;0.352777777777778;0.372111111111111;0.368333333333333;0.262777777777778
;;;;;;;;;0.039;0.041;0.049;1;24/02/2025;18h21;639060;14;0;14.6;0.00264575131106459;13.9666666666667;0.00152752523165195;7.80666666666667;0.00723417813807024;7.91333333333333;0.00351188458428425;7.64666666666667;0.00472581562625261;3.68333333333333;0.00351188458428425;3.28333333333333;0.00513160143944689;3.73333333333333;0.0030550504633039;1.93333333333333;0.00115470053837925;1.90333333333333;0.00115470053837925;1.92166666666667;0.00115470053837925;1.13466666666667;0.00115470053837925;1.06;0.00264575131106459;1.07333333333333;0.00115470053837925;14.1888888888889;0.35642255405212;7.78888888888889;0.134219278849257;3.56666666666667;0.246644143115812;1.91944444444444;0.0151229528764626;1.08933333333333;0.0398218253948482;50;20;10;5;4;0.28;0.292;0.279333333333333;0.390333333333333;0.395666666666667;0.382333333333333;0.368333333333333;0.328333333333333;0.373333333333333;0.386666666666667;0.380666666666667;0.384333333333333;0.283666666666667;0.265;0.268333333333333;0.283777777777778;0.389444444444444;0.356666666666667;0.383888888888889;0.272333333333333
;;;;;;;;;0.043;0.042;0.05;1;25/02/2025;12h18;648480;15.7166666666667;0.00251661147842359;16.5166666666667;0.00251661147842359;14.8666666666667;0.000577350269189626;7.73333333333333;0.00493288286231625;7.66;0.00264575131106459;7.60666666666667;0.00208166599946613;3.84666666666667;0.00152752523165195;3.71;0.00346410161513776;3.72;0.002;1.83666666666667;0.00472581562625261;1.84666666666667;0.00288675134594813;1.85166666666667;0.00351188458428425;1.008;0.002;1.06666666666667;0.00288675134594813;1.00933333333333;0.0045092497528229;15.7;0.825126252965774;7.66666666666667;0.0635959467611299;3.75888888888889;0.0761820431840974;1.845;0.00763762615825991;1.028;0.0334929511655479;50;20;10;5;4;0.314333333333333;0.330333333333333;0.297333333333333;0.386666666666667;0.383;0.380333333333333;0.384666666666667;0.371;0.372;0.367333333333333;0.369333333333333;0.370333333333333;0.252;0.266666666666667;0.252333333333333;0.314;0.383333333333333;0.375888888888889;0.369;0.257
;;;;;;;;mean 4;0.04;0.041;0.0496666666666667;1;26/02/2025;8h47;777420;15.8166666666667;0.00472581562625261;14.4;0.00458257569495584;12.9;0.001;7.67333333333333;0.0030550504633039;7.6;0.00692820323027552;7.28;0.00360555127546399;3.47666666666667;0.00404145188432735;3.74333333333333;0.0030550504633039;3.71666666666667;0.0066583281184794;1.82166666666667;0.00152752523165195;1.85166666666667;0.00404145188432738;1.81;0.002;1;0.00264575131106459;0.976;0.00173205080756888;0.98;0.001;14.3722222222222;1.45853173253612;7.51777777777778;0.209160579814046;3.64555555555556;0.146868547927629;1.82777777777778;0.0214950468023926;0.985333333333333;0.0128582010146573;50;20;10;5;4;0.316333333333333;0.288;0.258;0.383666666666667;0.38;0.364;0.347666666666667;0.374333333333333;0.371666666666667;0.364333333333333;0.370333333333333;0.362;0.25;0.244;0.245;0.287444444444444;0.375888888888889;0.364555555555556;0.365555555555556;0.246333333333333
;;;;;;;;dilution 4 ;0.04;0.041;0.0496666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;18/02/2025;8h28;0;0.162;0.185;0.206;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.166;0.186;0.21;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.161;0.173;0.196;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 0;0.163;0.181333333333333;0.204;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 0;0.163;0.181333333333333;0.204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;1;0.184;0.168;0.184;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.188;0.171;0.186;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.183;0.171;0.179;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 1;0.185;0.17;0.183;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 1;0.185;0.17;0.183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2;0.167;0.159;0.179;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.168;0.165;0.172;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.166;0.166;0.179;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 2;0.167;0.163333333333333;0.176666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 2;0.167;0.163333333333333;0.176666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;3;0.138;0.155;0.164;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
